type   n   time 
basic_o2        183184  3.418000000000000E-002
dotproduct_o2        183184  6.471800000000000E-002
cached_o2        183184  5.117000000000000E-002
both_o2        183184  5.619600000000000E-002
builtin_o2        183184  3.516500000000000E-002
basic        184041  0.878975000000000     
dotproduct        184041  0.346438000000000     
cached        184041  0.837752000000000     
both        184041  0.611367000000000     
builtin        184041  0.749186000000000     
basic_o2        184041  3.003800000000000E-002
dotproduct_o2        184041  6.055300000000000E-002
cached_o2        184041  4.680200000000000E-002
both_o2        184041  5.745700000000000E-002
builtin_o2        184041  3.617600000000000E-002
basic        184900  0.830813000000000     
dotproduct        184900  0.342773000000000     
cached        184900  0.740548000000000     
both        184900  0.541780000000000     
builtin        184900  0.809403000000000     
basic_o2        184900  3.179500000000000E-002
dotproduct_o2        184900  6.259700000000000E-002
cached_o2        184900  4.918900000000000E-002
both_o2        184900  5.886700000000000E-002
builtin_o2        184900  3.096200000000000E-002
basic        185761  0.859469000000000     
dotproduct        185761  0.355105000000000     
cached        185761  0.776893000000000     
both        185761  0.574821000000000     
builtin        185761  0.801996000000000     
basic_o2        185761  3.376100000000000E-002
dotproduct_o2        185761  6.166500000000000E-002
cached_o2        185761  5.299500000000000E-002
both_o2        185761  6.311200000000000E-002
builtin_o2        185761  3.345099999999999E-002
basic        186624  0.980759000000000     
dotproduct        186624  0.462933000000000     
cached        186624  0.819481000000000     
both        186624  0.606872000000000     
builtin        186624  0.786122000000000     
basic_o2        186624  3.005200000000000E-002
dotproduct_o2        186624  7.530400000000000E-002
cached_o2        186624  4.785900000000000E-002
both_o2        186624  6.450599999999999E-002
builtin_o2        186624  2.963200000000000E-002
basic        187489  0.874526000000000     
dotproduct        187489  0.352018000000000     
cached        187489  0.774748000000000     
both        187489  0.554316000000000     
builtin        187489  0.899894000000000     
basic_o2        187489  3.514100000000000E-002
dotproduct_o2        187489  8.014100000000000E-002
cached_o2        187489  6.186700000000000E-002
both_o2        187489  7.302399999999999E-002
builtin_o2        187489  3.603400000000000E-002
basic        188356  0.880417000000000     
dotproduct        188356  0.343289000000000     
cached        188356  0.769893000000000     
both        188356  0.690061000000000     
builtin        188356  0.845790000000000     
basic_o2        188356  3.135300000000000E-002
dotproduct_o2        188356  6.041000000000000E-002
cached_o2        188356  4.760600000000000E-002
both_o2        188356  5.423800000000000E-002
builtin_o2        188356  3.005300000000000E-002
basic        189225  0.971251000000000     
dotproduct        189225  0.430232000000000     
cached        189225  0.861584000000000     
both        189225  0.757123000000000     
builtin        189225  0.905303000000000     
basic_o2        189225  3.316100000000000E-002
dotproduct_o2        189225  6.279500000000000E-002
cached_o2        189225  4.937700000000000E-002
both_o2        189225  5.963800000000000E-002
builtin_o2        189225  3.400400000000000E-002
basic        190096  0.917777000000000     
dotproduct        190096  0.375453000000000     
cached        190096  0.786239000000000     
both        190096  0.593526000000000     
builtin        190096  0.796394000000000     
basic_o2        190096  3.167600000000000E-002
dotproduct_o2        190096  6.205900000000000E-002
cached_o2        190096  5.006900000000000E-002
both_o2        190096  5.426500000000000E-002
builtin_o2        190096  3.129900000000000E-002
basic        190969  0.923198000000000     
dotproduct        190969  0.364600000000000     
cached        190969  0.918518000000000     
both        190969  0.664101000000000     
builtin        190969  0.877175000000000     
basic_o2        190969  3.622800000000000E-002
dotproduct_o2        190969  7.217500000000000E-002
cached_o2        190969  5.076700000000001E-002
both_o2        190969  5.610200000000000E-002
builtin_o2        190969  3.233100000000000E-002
basic        191844  0.889326000000000     
dotproduct        191844  0.375019000000000     
cached        191844  0.784990000000000     
both        191844  0.630761000000000     
builtin        191844  0.830738000000000     
basic_o2        191844  3.149500000000000E-002
dotproduct_o2        191844  6.271900000000000E-002
cached_o2        191844  5.026200000000000E-002
both_o2        191844  5.558399999999999E-002
builtin_o2        191844  3.305200000000000E-002
basic        192721  0.913275000000000     
dotproduct        192721  0.393701000000000     
cached        192721  0.801425000000000     
both        192721  0.665817000000000     
builtin        192721  0.907991000000000     
basic_o2        192721  3.370700000000000E-002
dotproduct_o2        192721  7.420100000000000E-002
cached_o2        192721  6.001000000000000E-002
both_o2        192721  6.759799999999999E-002
builtin_o2        192721  3.469600000000000E-002
basic        193600  0.924631000000000     
dotproduct        193600  0.375344000000000     
cached        193600  0.816786000000000     
both        193600  0.612679000000000     
builtin        193600  0.826099000000000     
basic_o2        193600  3.017600000000000E-002
dotproduct_o2        193600  6.107600000000000E-002
cached_o2        193600  5.047600000000000E-002
both_o2        193600  5.649999999999999E-002
builtin_o2        193600  3.135100000000000E-002
basic        194481  0.873743000000000     
dotproduct        194481  0.402319000000000     
cached        194481  0.858965000000000     
both        194481  0.673365000000000     
builtin        194481  0.906952000000000     
basic_o2        194481  3.863700000000000E-002
dotproduct_o2        194481  7.568700000000000E-002
cached_o2        194481  5.925700000000000E-002
both_o2        194481  6.642400000000000E-002
builtin_o2        194481  3.811800000000000E-002
basic        195364  0.961069000000000     
dotproduct        195364  0.376679000000000     
cached        195364  0.821983000000000     
both        195364  0.723432000000000     
builtin        195364  0.928005000000000     
basic_o2        195364  3.299400000000000E-002
dotproduct_o2        195364  7.029900000000000E-002
cached_o2        195364  5.512000000000000E-002
both_o2        195364  6.568599999999999E-002
builtin_o2        195364  3.476700000000000E-002
basic        196249  0.937378000000000     
dotproduct        196249  0.405467000000000     
cached        196249  0.896472000000000     
both        196249  0.645945000000000     
builtin        196249  0.847300000000000     
basic_o2        196249  3.339600000000000E-002
dotproduct_o2        196249  6.278200000000000E-002
cached_o2        196249  5.128500000000000E-002
both_o2        196249  5.805300000000000E-002
builtin_o2        196249  3.311300000000000E-002
basic        197136  0.895389000000000     
dotproduct        197136  0.371195000000000     
cached        197136  0.856502000000000     
both        197136  0.683793000000000     
builtin        197136  0.856299000000000     
basic_o2        197136  3.319900000000000E-002
dotproduct_o2        197136  7.128800000000000E-002
cached_o2        197136  5.217700000000000E-002
both_o2        197136  6.221300000000000E-002
builtin_o2        197136  3.352800000000000E-002
basic        198025  0.895538000000000     
dotproduct        198025  0.375827000000000     
cached        198025  0.823753000000000     
both        198025  0.600150000000000     
builtin        198025  0.836725000000000     
basic_o2        198025  3.274200000000000E-002
dotproduct_o2        198025  6.780300000000000E-002
cached_o2        198025  5.191500000000000E-002
both_o2        198025  5.951400000000000E-002
builtin_o2        198025  3.248900000000000E-002
basic        198916  0.906485000000000     
dotproduct        198916  0.382146000000000     
cached        198916  0.826327000000000     
both        198916  0.605619000000000     
builtin        198916  0.837838000000000     
basic_o2        198916  3.302400000000000E-002
dotproduct_o2        198916  6.936299999999999E-002
cached_o2        198916  5.329200000000001E-002
both_o2        198916  6.448999999999999E-002
builtin_o2        198916  3.397900000000000E-002
basic        199809  0.902034000000000     
dotproduct        199809  0.382351000000000     
